ID,GOOGLE_PLACE_ID,NAME,POSTAL_CODE,ADDRESS,CLOSED,LAT,LNG
74D0249C-1056-5CD3-2623-7F7A2A2BC73C,ChIJo026aDWNGGARvHBbj-09y6g,支那そば とも,102-0072,東京都千代田区飯田橋１丁目６−８ 三友ビル,FALSE,35.6988484,139.7489473
529C8097-69E5-7422-DB9C-EA6C901ED0B8,ChIJz_PAkj1hGGAR_4c4aM82mUw,中華そば さとう,144-0043,東京都大田区羽田４丁目２０−１１,FALSE,35.5486045,139.7459496
06367FBD-1BF6-D2DA-E05B-6DA83D9F1306,ChIJIWZPRgDtGGARUi4_Xs2ctiA,Menpeki Ginger Noodles,167-0022,東京都杉並区下井草３丁目３９−１５ 奥隅ビル,FALSE,35.7238395,139.6226089
684EECC6-B4E5-34A2-E11C-0B87D732AD5D,ChIJH8kms-2GHWARL-97ZE4CLCE,麺屋 どんく,380-0824,長野県長野市南長野南石堂町１４６６,FALSE,36.6453718,138.1858535
B255EE92-24AD-72C7-4251-CEF67D82390C,ChIJeelz43L1GGAR0IEW8HArIPQ,麺ひしおのキセキ,152-0035,東京都目黒区自由が丘２丁目１２−２１ 最上ビル 1F,FALSE,35.6071919,139.6679214
04159E62-92C2-1AC0-DCD9-7477850EECD8,ChIJLyE2acjhGGARKbgbuVKvJ4g,自家製麺まさき,196-0031,東京都昭島市福島町１０１１−１３,FALSE,35.7075624,139.3850206
3DFF1DA8-AA7C-0B47-8619-987F8061A417,ChIJRb3KbQDhGGARzHLCezZELeo,東中神大勝軒,196-0031,東京都昭島市福島町９０４−５ 穂高荘,FALSE,35.7068769,139.3834896
F9DFA73F-6EBD-ACC6-6A0F-748755D3DF77,ChIJ_12pId-FGGARipqdL0MQf1M,中華そば 鍵山,271-0077,千葉県松戸市根本１３−１ 109,FALSE,35.7879231,139.9003234
9FF5DCD0-B86B-E9AE-F648-971DB679324C,ChIJAxxqc76RQTURvuKUNCh8nlg,えびすやうどん 博多住吉店,812-0018,福岡県福岡市博多区住吉２丁目４−７ レジデンス博多 101,FALSE,33.5882256,130.4125137
5384528D-B88B-048D-A0C1-47623D62143E,ChIJ1WSWKdBrTzURtgfoBxgdKIs,中華そば Kobi,787-1321,高知県四万十市西土佐岩間３０５−６,FALSE,33.1298103,132.8146972
A58F6356-756D-03E8-9D34-2AC79AC9CE37,ChIJnXjnzIyHGGAR0VopYipCUuE,ちばき屋,134-0084,東京都江戸川区東葛西６丁目１５−２,FALSE,35.6623367,139.875221
526EABE6-E6B3-9CFD-6DA6-808FBD33D824,ChIJRUK-Jq6P918R61DiLgMqqYc,らぁ麺あり澤,939-8233,富山県富山市任海６９５−３,FALSE,36.6321976,137.1968301
7CD1361C-D69D-7B20-13BC-3A35781256E6,ChIJP4WaQQCtGWARf7Z9YV3fEnU,手打ち カドワキ,254-0036,神奈川県平塚市宮松町１０−１８,FALSE,35.3351437,139.35197
4EF1A39E-8049-650D-8C9E-2D6D5606FA4B,ChIJA_d0TRsAGWARLDQ5zwRx34E,厚木家,243-0813,神奈川県厚木市妻田東２丁目２５−１１,FALSE,35.4579385,139.3594818
C01FA9DE-F285-7AC0-5952-952263B4413F,ChIJc54A1NV3A2ARaVYM_JbRa3k,鶏そば 那ご乃樹,451-0042,愛知県名古屋市西区那古野１丁目１７−１６,FALSE,35.1746001,136.8904439
1EA87AA2-E684-42F4-2FE9-3139775E7E45,ChIJL9MHQwxcGGARctbSzWCKzsk,家系総本山 吉村家,220-0073,神奈川県横浜市西区岡野１丁目６−４,FALSE,35.4630187,139.6150749
4F3A980D-8913-AACC-7142-3B5F29F6F92D,ChIJCe8EHIxQGmARbvzYh8WaFJ4,ラーメン Le Dessin,427-0053,静岡県島田市御仮屋町８８０２−１,FALSE,34.8354754,138.1942917
82B7AA00-E735-1A20-D73B-30E54739631A,ChIJE0uBqiqNGGARQl8qRHTfiuM,中華そば多繋,171-0021,東京都豊島区西池袋３丁目３３−１７,FALSE,35.730861,139.7051183
45F74375-F5DA-D90B-1DB5-F1D1E071B5A4,ChIJy55pD--DUTUR-1nr8ieXre4,讃岐らぁ麺 伊吹いりこセンター,768-0076,香川県観音寺市港町１丁目５−１１,FALSE,34.1264625,133.6378728
A9150F2A-8136-F796-5963-E5E5876D624C,ChIJf35M7PeLGGARpq91NooaHIc,らーめんKumo / 酒亭Kumo 虎ノ門,105-0003,東京都港区西新橋２丁目３７−５,FALSE,35.6650308,139.7521811
F5D89F35-E3FB-DDE9-DEDC-A64DB9094C4D,ChIJiVh5aFtgGGARMKcXwoivt0c,らーめん飛粋(ひいき),144-0052,東京都大田区蒲田５丁目２−５,FALSE,35.564036,139.7173084
114BBA95-471B-FA28-3595-D1DC26DD4A9D,ChIJrWh7NUSNGGARnnRYoBksvqQ,くれしづき新宿早稲田店,162-0042,東京都新宿区早稲田町7番地1 コーポプレジデント 101号室,FALSE,35.7054308,139.7233709
297D360D-7131-3C5A-66AE-DAF38A06C2EA,ChIJ1-XZIADDImARWQzAWx1LXjM,Nakamichi（なかみち）,283-0104,千葉県山武郡九十九里町片貝６６５０,FALSE,35.5253193,140.4456166
56799E51-E3E2-B6F3-00D4-77F33E1AC8C9,ChIJ3SBu4r87H2ARz37fiX5SuyI,UNITED NOODLE アメノオト,327-0843,栃木県佐野市堀米町４５５−１ 1F,FALSE,36.3270682,139.5883875
597A9864-37F2-1288-5E9C-33FFDD26CC07,ChIJYct6KADvGGARMrrn_5x3NhI,麺屋大弐,202-0012,東京都西東京市東町４丁目１４−１７ まつりビル,FALSE,35.7463355,139.5663493
9D606718-F98F-3F01-7779-0FE24B308E3A,ChIJBTHIfAAfGWARN-AoEm2FCe0,麺屋風神雷神,193-0835,東京都八王子市千人町２丁目２０−８,FALSE,35.6569037,139.3121854
926EAC6C-F3E3-8F65-1330-E8EA5CDFB9FB,ChIJ9SOuf2VTGGAROMS4Swse25k,中華みず谷,251-0057,神奈川県藤沢市城南１丁目８−５ サニーハウス湘南,FALSE,35.3443157,139.444823
1258A248-A1BA-FF52-5A02-9B111F1BC71C,ChIJ6xAYdcSRQTUR5TkZy19vkf4,煮干専門 あたふた,812-0044,福岡県福岡市博多区千代４丁目２９−５１ 河野ビル,FALSE,33.6057558,130.416371
BA0B9C71-3A2D-5978-EC56-8DDACDEF6D78,ChIJ45NMle4dGWARHuur6EvAnP8,100圓ラーメン,192-0085,東京都八王子市中町１１−１１−８,FALSE,35.6583846,139.3346791
EB8034A6-D1F4-0F1D-3F40-671A295E2D22,ChIJE6xVxOXxGGARRiJJA0Qfdkw,麺・鮨 ワタリガラス,157-0062,東京都世田谷区南烏山４丁目２５−９,FALSE,35.6721013,139.6017559
163EC3EE-8C6A-DD86-BF3E-67FFF073B28B,ChIJCxtxDiGMGGARfGQu8oqBjQA,らーめん天神下 大喜,110-0016,東京都台東区台東２丁目４−４,FALSE,35.70255,139.7787466
A42BE68B-2D9C-154F-C938-749241CAEA72,ChIJeUkGtArnAGAR7jZme6stAF0,中華そば ふじい 芦原橋本店,556-0024,大阪府大阪市浪速区塩草３丁目９−１９,FALSE,34.6607323,135.4883229
77960F34-69B7-CEBA-5880-3BC826C943B9,ChIJ0yUwbQCLGGAR8O20W_UCzZk,山形中華そば 麺や一球,142-0062,東京都品川区小山３丁目５−８ ローザンヌビル,FALSE,35.6213425,139.7056768
144C9C6E-ED86-7F29-2DC4-8C2D06D54B0C,ChIJHaFrpKznAGARL1rOA91_HzA,スープ料理タマキハル,530-0038,大阪府大阪市北区紅梅町２−６ 昭和ビル １０３号室,FALSE,34.6986273,135.5129499
58AADC1F-6EC3-B62F-759D-4E203F9DFEE8,ChIJm2ADMwCLGGAR90OLXpIb4J4,渋谷中華そば saji.,150-0036,東京都渋谷区南平台町１５−１１ 南平台野坂ビル 1F,FALSE,35.6553502,139.6950661
D7EA76D8-7419-09A7-278F-9458B17AD740,ChIJUU3oXxnBGGARjPwbDPK0B_Y,らーめん かねかつ,330-0074,埼玉県さいたま市浦和区北浦和３丁目１−６,FALSE,35.871742,139.6470167
085BBA8B-3A6C-8B2D-9AFB-86D755B429CF,ChIJX7Qp__77GGARJWFUlBJ79S4,室蘭ラーメン 雷文,194-0032,東京都町田市本町田９７３−１６,FALSE,35.5608869,139.4495148
9A9A7F6E-DAF0-14A1-C3D4-7B53015A510E,ChIJG5mqFQC_ImARbN5hkcm8Cl4,古民家ヌードゥル 黒揚羽森住,299-3266,千葉県大網白里市北横川１７５−１,FALSE,35.5143647,140.3402956
5FC10C7B-D765-4379-59A8-BDCCF1711A26,ChIJyacuUADvGGAR726GRI-c1Rg,YOKOHAMA中華そば かみ山,181-0001,東京都三鷹市井の頭2-7-6,FALSE,35.6917063998046,139.587794828836
F90C36DC-58CF-1F85-C543-3AFB42042B01,ChIJKfWX0cBFGGARVYb0HCtpDGM,鎌倉茶々本店 Kamakura ChaCha,248-0005,神奈川県鎌倉市雪ノ下１丁目６−８,FALSE,35.3228579,139.553076
2257394D-82F6-B9F8-4272-43C5C4AD0863,ChIJfZZpHQAdGWARlMeTjaCDctI,らーめん専門店椚田,193-0942,東京都八王子市椚田町５７３−３ 山口ビル 101,FALSE,35.6382977,139.3015464
1044D44D-8FDA-4FA1-A429-E157F3FB3E0C,ChIJ4S_jatvbGGARN7t8NeadUtI,自家製手打ち麺 禿,350-1133,埼玉県川越市砂９２９−２,FALSE,35.8890803,139.4971788
A755DB9C-1A4F-1275-A06A-B28766538932,ChIJn6xle35SGGARivyTy32Zs6I,麵屋BISQ,253-0052,神奈川県茅ヶ崎市幸町1−12−２,FALSE,35.3303727,139.4077887
406D4F19-3350-A648-1A73-F11EFEE5F81A,ChIJ4cXOcOyPGGARqGe3LVNhHUU,ブンブン麵屋,110-0016,東京都台東区台東1-1-15 村瀬ビル 1F,FALSE,35.7007180414217,139.780432871164
F32CE237-7945-8A5D-007A-10848FC6CE05,ChIJO9JrQ9nvGGAR0EkBHZm8kAQ,麺屋 寿,177-0042,東京都練馬区下石神井４丁目１２−１０,FALSE,35.7272258,139.6033215
92E9D738-7D5A-7672-9390-D5D8932F8FC9,ChIJGezfdADVA2ARsTy5VQVfVK0,煮干らーめん小鰯,522-0041,滋賀県彦根市平田町５５２−４,FALSE,35.259321,136.2387303
D0863158-E805-EF1B-5C44-0E38B3AC71F4,ChIJSdYUFgCNGGAR9_mJGmnyn3k,中華そば 麒麟,170-0014,東京都豊島区池袋２丁目４−３ 1F,FALSE,35.7324636,139.7077015
CA9C484B-8372-BEE5-1820-5D242822D3CB,ChIJp41AEABPH2ARv-y5r4pFQSI,魚介豚清湯 成り屋,323-0829,栃木県小山市東城南１丁目３５−１５,FALSE,36.295124,139.8130522
F3ED5980-1E61-432B-FBE0-04F2DD8CFB34,ChIJ74Zh1YBdGGARfmiYXXOGbBE,むかん横浜,231-0066,神奈川県横浜市中区日ノ出町１丁目１０３−１,FALSE,35.4439817,139.6269376
C5D8FAD2-1BBF-121C-1863-DB9F3FD37253,ChIJ7Qrva0tnH2ARil8PGUoWTAk,中華そば 凜星(RINBOSHI),323-0034,栃木県小山市神鳥谷６丁目１０−３６,FALSE,36.2941388,139.7903388
5A87A3DD-3C3B-1200-ECD2-481430A49711,ChIJd5RKsgSNGGARs-zV34FK7r0,麺好獅子團,101-0052,東京都代田区神田小川町１丁目７ 神田小川町ハイツ 106,FALSE,35.6940162,139.7657465
67300D48-1134-B7AD-C502-164D4229AE6D,ChIJDaLAjTROGGARRCM9y5fiEMU,麺処ら塾,251-0023,神奈川県藤沢市鵠沼花沢町２−１６,FALSE,35.3378549,139.4852753
292D7FEB-8FD6-8D14-CA40-7CDEBE477DB3,ChIJk66cE6sdGWARKnd2KzNnjY4,夢を語れ 八王子 / Yume Wo Katare Hachioji,192-0902,東京都八王子市上野町１５−４ 上野町ビル 1F,FALSE,35.6553586,139.3284207
BC4687AF-8AD7-838A-1131-7D9CD96BBD55,ChIJWzUNg9sdGWAR0ZNw6VtuXa0,麺や樽座 子安町店,192-0904,東京都八王子市子安町１丁目３−１４,FALSE,35.653673,139.3394553
CFB3540F-4641-2174-7557-880AB1031139,ChIJ8TXd2ZqJGGAR18Ry6QZPvm4,深だし中華そば,132-0035,東京都江戸川区平井３丁目３０−３５,FALSE,35.706599,139.8422799
